Date,Open,High,Low,Close,Adj Close,Volume
2020-01-07,70.5,70.5199966430664,69.51000213623047,70.29000091552734,58.02721405029297,17387700
2020-01-08,70.11000061035156,70.29000091552734,69.16999816894531,69.2300033569336,57.15214538574219,15137700
2020-01-09,69.13999938964844,69.9000015258789,68.62999725341797,69.76000213623047,57.58967590332031,14811800
2020-01-10,69.93000030517578,69.95999908447266,69.12000274658203,69.13999938964844,57.077850341796875,11995600
2020-01-13,69.19999694824219,69.87000274658203,69.11000061035156,69.80000305175781,57.62270736694336,9953900
2020-01-14,69.37999725341797,69.58000183105469,68.88999938964844,69.19999694824219,57.127376556396484,16261000
2020-01-15,69.19999694824219,69.58999633789062,68.88999938964844,69.08999633789062,57.036556243896484,11390300
2020-01-16,69.30000305175781,69.58000183105469,68.80000305175781,68.81999969482422,56.81367111206055,13340300
2020-01-17,68.75,69.08000183105469,68.29000091552734,68.55999755859375,56.59903335571289,18144100
2020-01-21,68.37999725341797,68.41999816894531,67.51000213623047,67.58000183105469,55.78999328613281,17982600
2020-01-22,67.55999755859375,67.69999694824219,67.0,67.19000244140625,55.46803283691406,17033100
2020-01-23,66.70999908447266,66.93000030517578,66.05000305175781,66.7699966430664,55.12131118774414,19605900
2020-01-24,66.54000091552734,66.68000030517578,66.04000091552734,66.31999969482422,54.74982452392578,18238600
2020-01-27,65.41999816894531,65.7300033569336,64.69999694824219,64.73999786376953,53.44546890258789,21231000
2020-01-28,65.11000061035156,65.19999694824219,64.62999725341797,64.6500015258789,53.37117004394531,19664700
2020-01-29,65.02999877929688,65.12999725341797,63.900001525878906,64.11000061035156,52.925376892089844,14202800
2020-01-30,63.779998779296875,64.87999725341797,63.43000030517578,64.79000091552734,53.48674011230469,18544700
2020-01-31,63.20000076293945,63.20000076293945,61.86000061035156,62.119998931884766,51.28255081176758,34282900
2020-02-03,61.380001068115234,61.41999816894531,60.369998931884766,60.72999954223633,50.135047912597656,27389300
2020-02-04,61.45000076293945,61.90999984741211,59.88999938964844,59.970001220703125,49.50764465332031,31922100
2020-02-05,60.75,62.93000030517578,60.599998474121094,62.72999954223633,51.786128997802734,32099200
2020-02-06,62.93000030517578,63.0099983215332,61.779998779296875,61.880001068115234,51.08441925048828,16055400
2020-02-07,61.40999984741211,61.65999984741211,61.060001373291016,61.470001220703125,50.745948791503906,15112500
2020-02-10,60.47999954223633,60.52000045776367,59.619998931884766,59.959999084472656,50.210018157958984,20934500
2020-02-11,60.58000183105469,60.88999938964844,60.16999816894531,60.529998779296875,50.68733596801758,14908700
2020-02-12,61.34000015258789,61.529998779296875,60.560001373291016,61.27000045776367,51.307003021240234,17862100
2020-02-13,61.060001373291016,61.41999816894531,60.560001373291016,60.93000030517578,51.02229309082031,16949400
2020-02-14,61.150001525878906,61.15999984741211,60.279998779296875,60.650001525878906,50.78782272338867,10855300
2020-02-18,60.150001525878906,60.38999938964844,59.45000076293945,59.880001068115234,50.14302444458008,18948500
2020-02-19,60.11000061035156,60.619998931884766,59.83000183105469,60.34000015258789,50.52822494506836,12804900
2020-02-20,60.22999954223633,60.540000915527344,59.720001220703125,59.86000061035156,50.12628173828125,14817200
2020-02-21,59.5099983215332,59.5099983215332,58.790000915527344,59.130001068115234,49.514991760253906,20315700
2020-02-24,57.619998931884766,57.79999923706055,56.36000061035156,56.36000061035156,47.19541549682617,32096600
2020-02-25,56.75,56.75,53.970001220703125,54.20000076293945,45.38664245605469,36414500
2020-02-26,54.54999923706055,54.81999969482422,52.93000030517578,53.0099983215332,44.3901481628418,29801000
2020-02-27,51.709999084472656,52.439998626708984,49.79999923706055,49.81999969482422,41.718868255615234,48141300
2020-02-28,48.77000045776367,51.439998626708984,48.0099983215332,51.439998626708984,43.075443267822266,62446700
2020-03-02,52.59000015258789,53.88999938964844,51.130001068115234,53.880001068115234,45.118675231933594,38127600
2020-03-03,53.95000076293945,54.150001525878906,50.97999954223633,51.29999923706055,42.95820236206055,50580700
2020-03-04,52.22999954223633,52.47999954223633,51.119998931884766,52.41999816894531,43.89608383178711,24079600
2020-03-05,50.41999816894531,50.70000076293945,49.040000915527344,50.11000061035156,41.961708068847656,40788200
2020-03-06,48.84000015258789,49.0099983215332,47.20000076293945,47.689998626708984,39.93522262573242,55640500
2020-03-09,41.709999084472656,44.56999969482422,40.79999923706055,41.86000061035156,35.053226470947266,72896300
2020-03-10,46.16999816894531,46.2599983215332,41.45000076293945,43.40999984741211,36.35118865966797,60445900
2020-03-11,42.38999938964844,43.47999954223633,41.75,41.97999954223633,35.15372085571289,51986100
2020-03-12,39.900001525878906,40.650001525878906,37.0,37.18000030517578,31.134231567382812,65725300
2020-03-13,40.0099983215332,40.13999938964844,35.0,38.119998931884766,31.92137908935547,79891500
2020-03-16,34.400001525878906,37.880001068115234,33.25,34.4900016784668,28.881649017333984,48924700
2020-03-17,35.209999084472656,37.380001068115234,34.20000076293945,36.810001373291016,30.824399948120117,41204400
2020-03-18,34.54999923706055,36.709999084472656,31.229999542236328,33.119998931884766,27.734420776367188,54036400
2020-03-19,33.72999954223633,34.900001525878906,32.349998474121094,34.43000030517578,28.831405639648438,49412400
2020-03-20,34.84000015258789,35.18000030517578,31.559999465942383,32.7400016784668,27.416213989257812,76534600
2020-03-23,32.529998779296875,32.70000076293945,30.110000610351562,31.450000762939453,26.335979461669922,56952500
2020-03-24,34.41999816894531,36.16999816894531,33.33000183105469,35.439998626708984,29.677167892456055,61835600
2020-03-25,36.5099983215332,38.59000015258789,35.18000030517578,37.290000915527344,31.226343154907227,56607700
2020-03-26,37.5,39.560001373291016,36.720001220703125,38.81999969482422,32.5075569152832,46722000
2020-03-27,37.130001068115234,37.68000030517578,36.20000076293945,36.95000076293945,30.941627502441406,51558600
2020-03-30,36.22999954223633,38.150001525878906,35.86000061035156,37.5,31.402198791503906,45835000
2020-03-31,38.34000015258789,39.45000076293945,37.369998931884766,37.970001220703125,31.795766830444336,41491600
2020-04-01,36.86000061035156,38.70000076293945,36.34000015258789,37.529998779296875,31.427318572998047,36045900
2020-04-02,38.7400016784668,41.959999084472656,37.900001525878906,40.400001525878906,33.83063888549805,62000200
