Date,Open_norm,High_norm,Low_norm,Close_norm,Volume_norm,High-Open_norm,Low-Open_norm,Close-Open_norm,Label_2up1down
01/04/2020,0.424587919,0.325629975,0.445425557,0.444209717,0.187485416,0.493448458,0.887337511,0.568367022,2
02/04/2020,0.778879089,0.795312927,0.736065129,0.797701531,0.445138955,0.821627869,0.826838762,0.730772556,1
03/04/2020,0.853803991,0.435964476,0.626517291,0.372486663,0.160943335,0.174091401,0.435486834,0.093004491,2
06/04/2020,0.427454558,0.266518786,0.635065144,0.619721977,0.182685275,0.235476769,0.869836215,0.546102601,2
07/04/2020,0.876632473,0.689533633,0.761913454,0.567102811,0.283049149,0.096776378,0.676090778,0.194019804,2
08/04/2020,0.489658737,0.487720624,0.590121675,0.744777379,0.130906105,0.492485694,0.908622388,0.746847922,1
09/04/2020,0.908041376,0.68790574,0.585912476,0.424815547,0.469951587,0.271806517,0.346502144,0.111351085,1
13/04/2020,0.489371059,0.215388102,0.581787493,0.456289966,0.073854202,0.053372172,0.554435296,0.198458485,1
14/04/2020,0.448236239,0.31643024,0.553173354,0.459747523,0.238612206,0.172413823,0.79756339,0.361466754,1
15/04/2020,0.393314028,0.132413317,0.310165457,0.30624212,0.250384895,0.014466271,0.684454621,0.365237571,1
16/04/2020,0.527068836,0.347855125,0.511952356,0.358837677,0.207190375,0,0.694210944,0.232453753,2
17/04/2020,0.518610845,0.731264557,0.658624299,0.908039333,0.32402547,0.852672748,0.997997057,1,1
20/04/2020,0.663471432,0.35120787,0.628355607,0.301255186,0.2155839,0.482730906,0.958845177,0.518178798,1
21/04/2020,0.543256121,0.347188036,0.466516255,0.469281315,0.266686363,0.423295724,0.847790922,0.539960876,2
22/04/2020,0.792526094,0.49849408,0.791078119,0.605390438,0.109180037,0.07657483,0.861275926,0.376099314,2
23/04/2020,0.626407528,0.595430781,0.652641014,0.616498054,0.318842445,0.350663764,0.940748268,0.497558096,0
24/04/2020,0.693641376,0.435540936,0.589887746,0.516595014,0.170426623,0.10909139,0.771570681,0.349392592,0
27/04/2020,0.505083899,0.354351205,0.473029889,0.510003758,0.22320213,0.16554459,0.75083721,0.50157271,2
28/04/2020,0.647966524,0.521938709,0.742621722,0.584824152,0.208698271,0.227242848,0.953203639,0.537731946,2
29/04/2020,0.745636825,0.633601536,0.750688877,0.712993798,0.260929687,0.286337685,0.982736903,0.619469127,1
30/04/2020,0.698584678,0.419758988,0.524232173,0.406992216,0.304908976,0,0.680089838,0.281677693,1
01/05/2020,0.407218573,0.28903768,0.309536369,0.2030728,0.21351981,0.164642302,0.53970485,0.089526746,2
04/05/2020,0.306864275,0.269925554,0.48427643,0.652634871,0.159376315,0.565059935,0.945520449,0.815697172,1
05/05/2020,0.926006041,0.635819765,0.797353482,0.486254804,0.247162084,0.190180171,0.723786495,0.245246672,1
06/05/2020,0.463539522,0.230731065,0.488902901,0.415511032,0.158799329,0.074803508,0.816924073,0.311009214,0
07/05/2020,0.57985566,0.412113388,0.565642307,0.513540006,0.220548337,0.068157962,0.824151399,0.343310227,2
08/05/2020,0.607995751,0.507575718,0.653776744,0.666756212,0.197395656,0.198530172,0.941836139,0.57510865,1
11/05/2020,0.647026072,0.410144919,0.607650604,0.452479989,0.261761594,0.019294227,0.89608249,0.39590252,1
12/05/2020,0.518048713,0.359927319,0.433136412,0.348553488,0.27046636,0.054409179,0.771425942,0.260323013,1
13/05/2020,0.430969235,0.232821805,0.323567507,0.291472857,0.291323607,0.029378841,0.609279155,0.176337781,0
14/05/2020,0.335860341,0.275238183,0.420309095,0.526148985,0.168583108,0.356218242,0.830829368,0.645854442,1
15/05/2020,0.703332053,0.461291968,0.728300368,0.462257466,0.19785336,0.146945729,0.900127025,0.389700298,2
18/05/2020,0.765673802,0.6839343,0.77680068,0.809951183,0.356396754,0.262711092,0.938845689,0.588076542,1
19/05/2020,0.679624758,0.516906616,0.546902407,0.366777106,0.130298771,0.234377217,0.715974517,0.216063039,2
20/05/2020,0.496488713,0.309679859,0.619136105,0.621366481,0.193578369,0.212677851,0.991051201,0.559360876,1
21/05/2020,0.649877906,0.433071958,0.542416235,0.419060794,0.223742351,0.076139821,0.815463777,0.321246495,0
